team_buildUpPlaySpeed,team_buildUpPlayDribbling,team_buildUpPlayPassing,team_chanceCreationPassing,team_chanceCreationCrossing,team_chanceCreationShooting,team_defencePressure,team_defenceAggression,opponent_buildUpPlaySpeed,opponent_buildUpPlayDribbling,opponent_buildUpPlayPassing,opponent_chanceCreationPassing,opponent_chanceCreationCrossing,opponent_chanceCreationShooting,opponent_defencePressure,opponent_defenceAggression,is_home
0.27218284128286585,-0.0015085647847907554,-0.07931103102720852,-1.0770365078877686,0.18920370110194906,-0.8518993703383397,-0.3233445465137647,-1.5537982294702484,-1.1393973240027206,-0.0014624381581467187,0.5652490781925056,0.4152780633741028,-0.34194410313883733,0.12416309708824264,-1.1887104419233188,0.09452281959302442,-1.0001924835203815
-0.05360437887372664,0.23094742722484093,0.6342484099861192,0.10614048806094847,-0.7805989031325958,1.0994052895123383,0.22046040676930764,-0.18967899481799064,0.5981511435642408,-0.0014624381581467187,0.28901374659230666,-0.6649577400933774,0.1660591054812313,-0.11972390434482046,0.31949229852046124,-0.5875593711617081,-1.0001924835203815
-1.1395617793957018,-0.0015085647847907554,0.5651942705332165,0.41479535656930955,-0.3418786774074449,0.12375295958699935,-1.1884887903731989,0.0945125124012293,0.2723608058954356,-0.0014624381581467187,-0.07930002887462491,-1.0764761414143218,0.18915016041850782,-0.8513849086440097,-0.3233482137998379,-1.5538424747309123,0.999807553522394
0.5979700614394583,-0.0015085647847907554,0.28897771272160566,-0.6654966832099541,0.16611316290588782,-0.12016012289433542,0.3193340346389569,-0.5875471049248996,-0.053429531773369614,0.2309953227655105,0.6343079110925552,0.10663926238339415,-0.7806741469470784,1.099711102820495,0.22059375816349236,-0.18967809322144707,0.999807553522394
0.27218284128286585,0.928315403253736,-0.539671960713227,1.3150387230520297,-0.18024491003502108,0.01534714515085095,-0.5705286161878893,-0.9569960643098856,0.20720273836167455,0.8121397250746535,2.0845434019935993,-0.973596541084086,2.0133435004633005,-0.3636109057778836,-0.0019279576396883616,-1.6106826572938069,0.999807553522394
0.20702539725154734,0.8120874072489201,2.0843853384970763,-0.9741515517183152,2.0133562185907357,-0.3640732053756702,-0.0020052559374039197,-1.6106365309140929,0.2723608058954356,0.928368605536482,-0.5396922482082901,1.31547456626367,-0.18030671857790662,0.015768874229103867,-0.5705945646922617,-0.9570205578205212,-1.0001924835203815
0.09842965719934954,-0.524534546806462,0.749338642407624,0.56912279082349,1.343730610904978,1.0994052895123383,0.22046040676930764,-0.3033555977056796,0.09860595913873917,-1.977353406009233,1.1177197413929034,-2.2081517450469206,-0.13412460870335455,-1.3391589115101359,-0.6694931050492305,-2.804326491114589,-1.0001924835203815
0.09842965719934954,-1.97738449686666,1.1176273861564383,-2.2087710257517594,-0.13406383364289956,-1.3397255353010091,-0.6694022440575386,-2.804240861234818,0.09860595913873917,-0.5244924002363754,0.7494059659259719,0.5695974638694571,1.3437029072823001,1.099711102820495,0.22059375816349236,-0.3033584583472366,0.999807553522394
-0.05360437887372664,0.23094742722484093,0.6342484099861192,0.10614048806094847,-0.7805989031325958,1.0994052895123383,0.22046040676930764,-0.18967899481799064,0.2723608058954356,-0.0014624381581467187,-0.07930002887462491,-1.0764761414143218,0.18915016041850782,-0.8513849086440097,-0.3233482137998379,-1.5538424747309123,0.999807553522394
-1.1395617793957018,-0.0015085647847907554,0.5651942705332165,0.41479535656930955,-0.3418786774074449,0.12375295958699935,-1.1884887903731989,0.0945125124012293,0.35923822927378335,1.6257418883074537,-0.42459419337487353,1.31547456626367,1.3667939622195768,-0.2823152386335292,0.1711444879850074,1.373426927258148,-1.0001924835203815
0.27218284128286585,-0.0015085647847907554,-0.07931103102720852,-1.0770365078877686,0.18920370110194906,-0.8518993703383397,-0.3233445465137647,-1.5537982294702484,-0.053429531773369614,0.2309953227655105,0.6343079110925552,0.10663926238339415,-0.7806741469470784,1.099711102820495,0.22059375816349236,-0.18967809322144707,-1.0001924835203815
0.35905943332462353,1.625683379282631,-0.4245817282917221,1.3150387230520297,1.3668211491010394,-0.2827688445485586,0.17102359283448249,1.3733742948877208,-1.1393973240027206,-0.0014624381581467187,0.5652490781925056,0.4152780633741028,-0.34194410313883733,0.12416309708824264,-1.1887104419233188,0.09452281959302442,0.999807553522394
0.20702539725154734,0.8120874072489201,2.0843853384970763,-0.9741515517183152,2.0133562185907357,-0.3640732053756702,-0.0020052559374039197,-1.6106365309140929,0.09860595913873917,-1.977353406009233,1.1177197413929034,-2.2081517450469206,-0.13412460870335455,-1.3391589115101359,-0.6694931050492305,-2.804326491114589,0.999807553522394
0.09842965719934954,-0.524534546806462,0.749338642407624,0.56912279082349,1.343730610904978,1.0994052895123383,0.22046040676930764,-0.3033555977056796,0.5981511435642408,-0.0014624381581467187,0.28901374659230666,-0.6649577400933774,0.1660591054812313,-0.11972390434482046,0.31949229852046124,-0.5875593711617081,0.999807553522394
0.5979700614394583,-0.0015085647847907554,0.28897771272160566,-0.6654966832099541,0.16611316290588782,-0.12016012289433542,0.3193340346389569,-0.5875471049248996,0.09860595913873917,-0.5244924002363754,0.7494059659259719,0.5695974638694571,1.3437029072823001,1.099711102820495,0.22059375816349236,-0.3033584583472366,-1.0001924835203815
0.09842965719934954,-1.97738449686666,1.1176273861564383,-2.2087710257517594,-0.13406383364289956,-1.3397255353010091,-0.6694022440575386,-2.804240861234818,0.20720273836167455,0.8121397250746535,2.0845434019935993,-0.973596541084086,2.0133435004633005,-0.3636109057778836,-0.0019279576396883616,-1.6106826572938069,-1.0001924835203815
-0.35767245101987993,1.2769993912681834,0.7263205959233225,0.10614048806094847,0.6510144650231603,-0.6350877414660417,-1.287362418242848,-0.4738705020372118,0.2723608058954356,0.928368605536482,-0.5396922482082901,1.31547456626367,-0.18030671857790662,0.015768874229103867,-0.5705945646922617,-0.9570205578205212,0.999807553522394
0.27218284128286585,0.928315403253736,-0.539671960713227,1.3150387230520297,-0.18024491003502108,0.01534714515085095,-0.5705286161878893,-0.9569960643098856,-0.3575005135975881,1.2770552469219678,0.7263863549592879,0.10663926238339415,0.6509712591640244,-0.634596462925731,-1.2876089822802876,-0.47387900603591976,-1.0001924835203815
0.27218284128286585,0.928315403253736,-0.539671960713227,1.3150387230520297,-0.18024491003502108,0.01534714515085095,-0.5705286161878893,-0.9569960643098856,0.35923822927378335,1.6257418883074537,-0.42459419337487353,1.31547456626367,1.3667939622195768,-0.2823152386335292,0.1711444879850074,1.373426927258148,0.999807553522394
0.09842965719934954,-0.524534546806462,0.749338642407624,0.56912279082349,1.343730610904978,1.0994052895123383,0.22046040676930764,-0.3033555977056796,0.2723608058954356,-0.0014624381581467187,-0.07930002887462491,-1.0764761414143218,0.18915016041850782,-0.8513849086440097,-0.3233482137998379,-1.5538424747309123,-1.0001924835203815
0.27218284128286585,-0.0015085647847907554,-0.07931103102720852,-1.0770365078877686,0.18920370110194906,-0.8518993703383397,-0.3233445465137647,-1.5537982294702484,0.09860595913873917,-0.5244924002363754,0.7494059659259719,0.5695974638694571,1.3437029072823001,1.099711102820495,0.22059375816349236,-0.3033584583472366,0.999807553522394
0.35905943332462353,1.625683379282631,-0.4245817282917221,1.3150387230520297,1.3668211491010394,-0.2827688445485586,0.17102359283448249,1.3733742948877208,0.2723608058954356,0.928368605536482,-0.5396922482082901,1.31547456626367,-0.18030671857790662,0.015768874229103867,-0.5705945646922617,-0.9570205578205212,-1.0001924835203815
0.20702539725154734,0.8120874072489201,2.0843853384970763,-0.9741515517183152,2.0133562185907357,-0.3640732053756702,-0.0020052559374039197,-1.6106365309140929,0.5981511435642408,-0.0014624381581467187,0.28901374659230666,-0.6649577400933774,0.1660591054812313,-0.11972390434482046,0.31949229852046124,-0.5875593711617081,-1.0001924835203815
-0.35767245101987993,1.2769993912681834,0.7263205959233225,0.10614048806094847,0.6510144650231603,-0.6350877414660417,-1.287362418242848,-0.4738705020372118,0.09860595913873917,-1.977353406009233,1.1177197413929034,-2.2081517450469206,-0.13412460870335455,-1.3391589115101359,-0.6694931050492305,-2.804326491114589,-1.0001924835203815
